GbGDiv results table from 'allMtub-MYCOBACT' records table.
Created at 16:55, on Tue 3 May, 2016
Software version: 0.9
Isolate records read from table: 7670

"Locus"	"Missing"	"Paralogous"	"CountNuc"	"CountAA"	"MinLength"	"MaxLength"	"AvgLength"	"NonVarNuc"	"NonVarAA"	"AllelicDiv"	"ADivNM"	"VSitesNuc"	"VSitesAA"	"RatioCount"	"RatioVS"
"MYCO003330"	749	0	69	41	1218	1218	1218	1148	368	0.0566502463054187	-0.00535630949545288	0.0574712643678161	0.0935960591133005	0.594202898550725	1.62857142857143
"MYCO003336"	23	0	44	27	1011	1011	1011	968	311	0.0435212660731949	-0.0184852897276767	0.0425321463897132	0.0771513353115727	0.613636363636364	1.81395348837209
"MYCO003340"	38	0	57	37	1350	1350	1350	1291	413	0.0422222222222222	-0.0197843335786494	0.0437037037037037	0.0822222222222222	0.649122807017544	1.88135593220339
"MYCO003341"	995	0	62	37	1137	1140	1139.91891891892	1080	345	0.0543898333214785	-0.00761672247939313	0.0525641937548911	0.0920406856817706	0.596774193548387	1.75101488497969
"MYCO003356"	42	0	39	22	846	846	846	809	261	0.0460992907801418	-0.0159072650207298	0.0437352245862884	0.074468085106383	0.564102564102564	1.7027027027027
"MYCO003392"	73	5855	22	17	864	864	864	627	199	0.025462962962963	-0.0365435928379086	0.274305555555556	0.309027777777778	0.772727272727273	1.12658227848101
"MYCO003396"	134	0	67	33	1578	1578	1578	1514	494	0.0424588086185044	-0.0195477471823672	0.0405576679340938	0.0608365019011407	0.492537313432836	1.5
"MYCO003409"	201	0	81	46	1737	1740	1737.0652173913	1648	531	0.0466303735686128	-0.0153761822322588	0.0512733871472349	0.0829359864839473	0.567901234567901	1.61752501830611
"MYCO003410"	1329	0	55	25	1128	1128	1128	1075	351	0.048758865248227	-0.0132476905526447	0.0469858156028369	0.0664893617021277	0.454545454545455	1.41509433962264
"MYCO003411"	341	0	81	50	1590	1590	1590	1510	482	0.0509433962264151	-0.0110631595744565	0.050314465408805	0.0905660377358491	0.617283950617284	1.8
"MYCO003412"	16	0	21	16	411	411	411	390	121	0.0510948905109489	-0.0109116652899227	0.0510948905109489	0.116788321167883	0.761904761904762	2.28571428571429
"MYCO003417"	21	4379	55	32	1620	1623	1620.1875	1035	311	0.0339466882691047	-0.0280598675317669	0.361185048026849	0.424140724453188	0.581818181818182	1.17430310797821
"MYCO003418"	4	0	13	7	303	303	303	291	94	0.0429042904290429	-0.0191022653718287	0.0396039603960396	0.0693069306930693	0.538461538461538	1.75
"MYCO003419"	317	0	49	27	1035	1035	1035	985	318	0.0473429951690821	-0.0146635606317895	0.0483091787439614	0.0782608695652174	0.551020408163265	1.62
"MYCO003422"	8	0	25	11	507	507	507	483	142	0.0493096646942801	-0.0126968911065915	0.0473372781065089	0.159763313609467	0.44	3.375
"MYCO003432"	60	0	66	36	1383	1383	1383	1320	427	0.0477223427331887	-0.0142842130676829	0.0455531453362256	0.0737527114967462	0.545454545454545	1.61904761904762
"MYCO003433"	2714	0	56	30	1422	1425	1422.1	1337	395	0.0393783840798819	-0.0226281717209897	0.0598410800928204	0.1667252654525	0.535714285714286	2.78613396004701
"MYCO003436"	1903	0	77	40	1869	1875	1874.85	1781	554	0.0410699522628477	-0.0209366035380239	0.0500573379203669	0.113529082326586	0.519480519480519	2.26798082045818
"MYCO003441"	810	0	74	35	1347	1350	1347.08571428571	1275	416	0.0549334012047172	-0.00707315459615437	0.0535123441079126	0.0735556121150391	0.472972972972973	1.37455410225924
"MYCO003455"	355	0	43	30	768	771	770.9	715	210	0.0557789596575431	-0.00622759614332847	0.072512647554806	0.182773381761577	0.697674418604651	2.52057245080501
"MYCO003457"	33	0	58	40	1044	1047	1044.075	985	303	0.0555515647822235	-0.00645499101864811	0.0565811843018941	0.129372889878601	0.689655172413793	2.28650021159543
"MYCO003462"	10	0	17	7	222	222	222	206	67	0.0765765765765766	0.014570020775705	0.0720720720720721	0.0945945945945946	0.411764705882353	1.3125
"MYCO003464"	23	0	49	30	996	996	996	949	304	0.0491967871485944	-0.0128097686522772	0.0471887550200803	0.0843373493975904	0.612244897959184	1.78723404255319
"MYCO003490"	97	0	82	48	1503	1506	1503.0625	1423	456	0.0545552829639486	-0.007451272836923	0.0532662480768431	0.0898582061624184	0.585365853658537	1.68696330991413
"MYCO003500"	33	0	45	19	843	843	843	799	262	0.0533807829181495	-0.00862577288272213	0.0521945432977461	0.0676156583629893	0.422222222222222	1.29545454545455
"MYCO003501"	56	0	39	16	765	765	765	731	239	0.0509803921568627	-0.0110261636440089	0.0444444444444444	0.0627450980392157	0.41025641025641	1.41176470588235
"MYCO003504"	55	0	70	44	1203	1203	1203	1130	358	0.058187863674148	-0.00381869212672364	0.0606816292601829	0.107231920199501	0.628571428571429	1.76712328767123
"MYCO003520"	93	0	68	39	1044	1044	1044	976	311	0.0651340996168582	0.00312754381598664	0.0651340996168582	0.10632183908046	0.573529411764706	1.63235294117647
"MYCO003570"	25	0	43	18	1185	1185	1185	1143	377	0.0362869198312236	-0.025719635969648	0.0354430379746835	0.0455696202531646	0.418604651162791	1.28571428571429
"MYCO003571"	85	0	56	28	1077	1077	1077	1021	332	0.0519962859795729	-0.0100102698212987	0.0519962859795729	0.0752089136490251	0.5	1.44642857142857
"MYCO003579"	1094	0	73	39	969	975	969.153846153846	897	285	0.0753234383681245	0.0133168825672529	0.0744503532026349	0.117787125962378	0.534246575342466	1.58208955223881
"MYCO003580"	146	0	58	36	1410	1410	1410	1352	435	0.0411347517730496	-0.020871804027822	0.0411347517730496	0.074468085106383	0.620689655172414	1.81034482758621
"MYCO003583"	6	0	25	11	489	489	489	465	152	0.0511247443762781	-0.0108818114245935	0.049079754601227	0.0674846625766871	0.44	1.375
"MYCO003589"	1781	0	51	35	915	915	915	860	261	0.0557377049180328	-0.00626885088283881	0.0601092896174863	0.144262295081967	0.686274509803922	2.4
"MYCO003592"	12	0	20	11	318	318	318	297	94	0.0628930817610063	0.000886525960134683	0.0660377358490566	0.113207547169811	0.55	1.71428571428571
"MYCO003596"	589	0	129	57	2547	2547	2547	2427	777	0.0506478209658422	-0.0113587348350294	0.0471142520612485	0.0848056537102474	0.441860465116279	1.8
"MYCO003598"	61	0	60	36	1518	1521	1518.08333333333	1458	471	0.0395235219849592	-0.0224830338159124	0.0395784157654917	0.0692210572542111	0.6	1.74895977808603
"MYCO003600"	66	0	39	23	819	819	819	780	251	0.0476190476190476	-0.014387508181824	0.0476190476190476	0.0805860805860806	0.58974358974359	1.69230769230769
"MYCO003601"	58	0	27	16	420	420	420	394	124	0.0642857142857143	0.00227915848484268	0.0619047619047619	0.114285714285714	0.592592592592593	1.84615384615385
"MYCO003609"	8	0	20	9	609	609	609	589	193	0.0328407224958949	-0.0291658333049767	0.0328407224958949	0.0492610837438424	0.45	1.5
"MYCO003610"	736	0	102	55	2283	2283	2283	2185	709	0.0446780551905388	-0.0173285006103328	0.0429259745948314	0.0683311432325887	0.53921568627451	1.59183673469388
"MYCO003624"	20	0	48	24	642	651	650.625	594	189	0.0737752161383285	0.0117686603374569	0.0870317002881844	0.128530259365994	0.5	1.47682119205298
"MYCO003628"	34	0	32	14	489	489	489	458	149	0.065439672801636	0.00343311700076439	0.0633946830265849	0.0858895705521472	0.4375	1.35483870967742
"MYCO003644"	410	0	72	45	1200	1206	1205.86666666667	1131	358	0.0597080937638212	-0.00229846203705044	0.062085360459976	0.109354268023001	0.625	1.76135351736417
"MYCO003646"	1138	0	129	62	2805	2805	2805	2680	878	0.0459893048128342	-0.0160172509880374	0.0445632798573975	0.0609625668449198	0.48062015503876	1.368
"MYCO003647"	118	0	30	20	579	579	579	551	174	0.0518134715025907	-0.0101930842982809	0.0483592400690846	0.0984455958549223	0.666666666666667	2.03571428571429
"MYCO003648"	12	0	35	24	204	204	204	173	49	0.17156862745098	0.109562071650109	0.151960784313725	0.279411764705882	0.685714285714286	1.83870967741935
"MYCO003668"	16	0	36	18	699	699	699	664	215	0.0515021459227468	-0.0105044098781248	0.050071530758226	0.0772532188841202	0.5	1.54285714285714
"MYCO003670"	394	0	54	30	984	984	984	931	299	0.0548780487804878	-0.00712850702038379	0.0538617886178862	0.0884146341463415	0.555555555555556	1.64150943396226
"MYCO003674"	16	0	39	22	738	738	738	700	225	0.0528455284552846	-0.00916102734558705	0.0514905149051491	0.0853658536585366	0.564102564102564	1.65789473684211
"MYCO003676"	14	0	29	16	675	675	675	648	210	0.042962962962963	-0.0190435928379086	0.04	0.0666666666666667	0.551724137931034	1.66666666666667
"MYCO003677"	107	0	49	27	795	795	795	748	238	0.0616352201257862	-0.000371335675085443	0.0591194968553459	0.10188679245283	0.551020408163265	1.72340425531915
"MYCO003679"	41	0	65	35	1023	1026	1023.08571428571	958	310	0.0635332886505811	0.00152673284970954	0.0636170688114348	0.0909852546916852	0.538461538461538	1.4302019315189
"MYCO003680"	187	0	59	40	1149	1164	1160.625	1086	330	0.0508346795907378	-0.0111718762101339	0.064297253634895	0.147011308562197	0.677966101694915	2.28643216080402
"MYCO003682"	259	0	120	66	2433	2433	2433	2318	749	0.0493218249075216	-0.01268473089335	0.0472667488697082	0.0764488286066584	0.55	1.61739130434783
"MYCO003683"	127	0	62	35	960	960	960	901	287	0.0645833333333333	0.00257677753246173	0.0614583333333333	0.103125	0.564516129032258	1.67796610169492
"MYCO003684"	109	0	39	25	1035	1041	1040.76	994	318	0.0374726161651101	-0.0245339396357615	0.0449287059456551	0.0833621584226912	0.641025641025641	1.85543199315655
"MYCO003695"	56	0	62	38	927	939	933	864	244	0.0664523043944266	0.00444574859355498	0.0739549839228296	0.215434083601286	0.612903225806452	2.91304347826087
"MYCO003696"	310	0	116	74	1551	1557	1554.08108108108	1451	452	0.0746421801359977	0.0126356243351261	0.0663292812298909	0.127458652892992	0.637931034482759	1.92160461457788
"MYCO003705"	13	0	46	29	645	645	645	600	182	0.0713178294573643	0.00931127365649274	0.0697674418604651	0.153488372093023	0.630434782608696	2.2
"MYCO003707"	220	0	54	36	1008	1011	1010.91666666667	945	297	0.0534168658808011	-0.00858968992007053	0.0652048470859812	0.118621712966782	0.666666666666667	1.819216182048
"MYCO003708"	226	0	55	25	1038	1038	1038	985	322	0.0529865125240848	-0.00902004327678683	0.0510597302504817	0.069364161849711	0.454545454545455	1.35849056603774
"MYCO003709"	128	0	59	33	1263	1266	1265.90909090909	1202	388	0.0466068222621185	-0.0153997335387531	0.0504847396768396	0.0805026929982041	0.559322033898305	1.5945945945946
"MYCO003710"	3045	0	64	44	1911	1935	1934.45454545455	1849	597	0.0330842614784529	-0.0289222943224187	0.0441750082240729	0.0741576201889208	0.6875	1.67872340425528
"MYCO003711"	72	0	72	52	990	990	990	922	284	0.0727272727272727	0.0107207169264011	0.0686868686868687	0.139393939393939	0.722222222222222	2.02941176470588
"MYCO003712"	999	0	64	43	1242	1245	1242.06976744186	1170	341	0.0515268962159936	-0.010479659584878	0.0580239285513674	0.176374768297478	0.671875	3.03969022265248
"MYCO003713"	75	0	29	16	696	696	696	668	216	0.0416666666666667	-0.0203398891342049	0.0402298850574713	0.0689655172413793	0.551724137931034	1.71428571428571
"MYCO003715"	9	0	24	13	612	612	612	590	192	0.0392156862745098	-0.0227908695263618	0.0359477124183007	0.0588235294117647	0.541666666666667	1.63636363636364
"MYCO003717"	8	0	43	19	726	726	726	687	223	0.059228650137741	-0.00277790566313055	0.0537190082644628	0.0785123966942149	0.441860465116279	1.46153846153846
"MYCO003718"	7	0	20	12	444	444	444	425	136	0.045045045045045	-0.0169615107558266	0.0427927927927928	0.0810810810810811	0.6	1.89473684210526
"MYCO003719"	40	0	70	42	1413	1413	1413	1344	430	0.0495399858457183	-0.0124665699551533	0.0488322717622081	0.0870488322717622	0.6	1.78260869565217
"MYCO003720"	260	0	74	41	1263	1263	1263	1198	386	0.058590657165479	-0.00341589863539258	0.051464766429137	0.0831353919239905	0.554054054054054	1.61538461538462
"MYCO003721"	639	0	94	45	1725	1737	1736.73333333333	1618	512	0.0541246017427355	-0.00788195405813609	0.068365897662276	0.115580975778279	0.478723404255319	1.69062324536779
"MYCO003722"	30	0	80	50	1308	1308	1308	1227	388	0.0611620795107034	-0.000844476290168243	0.0619266055045872	0.110091743119266	0.625	1.77777777777778
"MYCO003765"	850	0	54	37	702	705	704.918918918919	651	202	0.0766045548654244	0.0145979990645528	0.0764895330112722	0.140326662065793	0.685185185185185	1.83458646616541
"MYCO003774"	42	0	58	35	825	825	825	769	241	0.0703030303030303	0.0082964745021587	0.0678787878787879	0.123636363636364	0.603448275862069	1.82142857142857
"MYCO003775"	113	0	86	67	1248	1248	1248	1164	352	0.0689102564102564	0.0069037006093848	0.0673076923076923	0.153846153846154	0.779069767441861	2.28571428571429
"MYCO003777"	451	0	57	41	987	987	987	931	290	0.0577507598784195	-0.00425579592245215	0.0567375886524823	0.11854103343465	0.719298245614035	2.08928571428571
"MYCO003778"	75	0	76	37	1197	1197	1197	1123	365	0.0634920634920635	0.00148550769119189	0.0618212197159566	0.0852130325814536	0.486842105263158	1.37837837837838
"MYCO003780"	724	0	33	24	534	543	537.25	507	158	0.0614239181014425	-0.000582637699429067	0.0563052582596557	0.117729176361098	0.727272727272727	2.09090909090909
"MYCO003781"	16	0	40	26	822	822	822	784	250	0.048661800486618	-0.0133447553142536	0.0462287104622871	0.0875912408759124	0.65	1.89473684210526
"MYCO003782"	73	0	49	33	915	915	915	869	274	0.053551912568306	-0.00845464323256559	0.0502732240437158	0.101639344262295	0.673469387755102	2.02173913043478
"MYCO003783"	77	0	45	27	843	843	843	798	253	0.0533807829181495	-0.00862577288272213	0.0533807829181495	0.099644128113879	0.6	1.86666666666667
"MYCO003790"	42	0	77	41	1386	1386	1386	1308	425	0.0555555555555556	-0.00645100024531605	0.0562770562770563	0.0800865800865801	0.532467532467532	1.42307692307692
"MYCO003791"	83	0	61	36	765	768	765.083333333333	701	213	0.0797298769197256	0.0177233211188539	0.0837599390044654	0.164796863086809	0.590163934426229	1.96749024707413
"MYCO003793"	1269	0	212	131	3276	3288	3284.95419847328	3073	970	0.0645366684559953	0.00253011265512374	0.0645227256355014	0.114142899967234	0.617924528301887	1.76903407044588
"MYCO003794"	405	0	236	150	3273	3285	3284.9	3043	955	0.0718438917470852	0.00983733594621355	0.0736399890407623	0.127827331121191	0.635593220338983	1.73584125671765
"MYCO003795"	353	0	318	195	3294	3297	3296.96923076923	3045	951	0.0964522195209587	0.0344456637200871	0.076424501756858	0.134659804109135	0.613207547169811	1.76199780192942
"MYCO003799"	35	0	87	44	1563	1569	1568.86363636364	1475	478	0.0554541503694045	-0.00655240543146712	0.0598290598290619	0.0859626249456779	0.505747126436782	1.43680387409199
"MYCO003801"	78	0	85	35	1914	1914	1914	1830	605	0.0444096133751306	-0.017596942425741	0.0438871473354232	0.0517241379310345	0.411764705882353	1.17857142857143
"MYCO003802"	143	0	56	35	1011	1011	1011	955	307	0.0553907022749753	-0.00661585352589633	0.0553907022749753	0.0890207715133531	0.625	1.60714285714286
"MYCO003804"	78	0	62	28	1017	1017	1017	957	310	0.0609636184857424	-0.00104293731512922	0.0589970501474926	0.0855457227138643	0.451612903225806	1.45
"MYCO003806"	27	0	96	60	909	909	909	823	259	0.105610561056106	0.043604005255234	0.0946094609460946	0.145214521452145	0.625	1.53488372093023
"MYCO003808"	478	0	91	64	1914	1914	1914	1824	575	0.0475444096133751	-0.0144621461874965	0.0470219435736677	0.0987460815047022	0.703296703296703	2.1
"MYCO003809"	13	0	56	22	1200	1200	1200	1146	379	0.0466666666666667	-0.0153398891342049	0.045	0.0525	0.392857142857143	1.16666666666667
"MYCO003816"	552	0	53	30	780	780	780	728	231	0.0679487179487179	0.00594216214784635	0.0666666666666667	0.111538461538462	0.566037735849057	1.67307692307692
"MYCO003834"	216	0	71	38	1254	1260	1259.84210526316	1178	375	0.0563562685382461	-0.00565028726262547	0.0649621924217754	0.107030956260184	0.535211267605634	1.64758842443728
"MYCO003835"	990	0	83	53	1350	1356	1350.16981132075	1268	398	0.0614737489344459	-0.000532806866425677	0.0608588717002719	0.115666792437007	0.63855421686747	1.90057405281291
"MYCO003842"	198	0	85	67	822	831	825.044776119403	746	214	0.103024711458446	0.0410181556575748	0.0958066500235175	0.221860414631499	0.788235294117647	2.31570996978852
"MYCO003847"	2873	0	31	22	531	534	533.863636363636	466	137	0.0580672626649638	-0.00393929313590775	0.127117922520221	0.230140485312899	0.709677419354839	1.81044876088413
"MYCO003849"	18	0	22	9	399	399	399	377	124	0.0551378446115288	-0.00686871118934278	0.0551378446115288	0.0676691729323308	0.409090909090909	1.22727272727273
"MYCO003858"	76	0	65	33	1467	1467	1467	1402	456	0.0443081117927744	-0.0176984440080972	0.0443081117927744	0.0674846625766871	0.507692307692308	1.52307692307692
"MYCO003859"	773	0	232	111	4584	4584	4584	4355	1415	0.0506108202443281	-0.0113957355565435	0.049956369982548	0.0739528795811518	0.478448275862069	1.48034934497817
"MYCO003907"	76	0	117	58	1443	1443	1443	1328	424	0.0810810810810811	0.0190745252802095	0.0796950796950797	0.118503118503119	0.495726495726496	1.48695652173913
"MYCO003908"	279	0	56	39	735	747	746.384615384615	685	212	0.0750283417499743	0.0130217859491027	0.082242605379779	0.147892404411007	0.696428571428571	1.79824561403509
"MYCO003913"	142	0	102	62	996	1008	1007.75806451613	900	265	0.101214769289864	0.0392082134889924	0.106928506265906	0.211120180534883	0.607843137254902	1.97440502918724
"MYCO003915"	18	0	101	57	1221	1221	1221	1124	350	0.0827190827190827	0.0207125269182111	0.0794430794430794	0.14004914004914	0.564356435643564	1.76288659793814
"MYCO003917"	32	0	110	57	1029	1035	1034.89473684211	893	282	0.106291003407414	0.0442844476065428	0.137110308701626	0.182525555612067	0.518181818181818	1.33123145400592
"MYCO003918"	22	0	111	67	1038	1044	1043.91044776119	936	291	0.106330959938235	0.0443244041373633	0.103371364845154	0.163721369134422	0.603603603603604	1.58381742738591
"MYCO003920"	17	0	58	40	558	567	563.925	504	149	0.102850556368311	0.0408440005674398	0.106264130868466	0.207341401782152	0.689655172413793	1.95118898623279
"MYCO003921"	36	0	112	62	1098	1101	1100.95161290323	989	309	0.101730174775487	0.0397236189746155	0.101686224527172	0.158001142706459	0.553571428571429	1.55381069010227
"MYCO013678"	5	0	17	13	159	162	161.769230769231	145	41	0.105087969567285	0.0430814137664131	0.103661436043748	0.239657631954352	0.764705882352941	2.31192660550457
"MYCO000002"	80	0	107	68	1209	1209	1209	1106	339	0.0885028949545079	0.0264963391536363	0.0851943755169562	0.158808933002481	0.635514018691589	1.86407766990291
"MYCO000003"	75	0	99	57	1158	1158	1158	1060	336	0.0854922279792746	0.023485672178403	0.0846286701208981	0.129533678756477	0.575757575757576	1.53061224489796
"MYCO000004"	23	0	81	59	564	564	564	489	137	0.143617021276596	0.0816104654757241	0.132978723404255	0.271276595744681	0.728395061728395	2.04
"MYCO000007"	824	0	135	82	912	915	914.963414634146	777	228	0.147546883122076	0.0855403273212045	0.150785717141829	0.252429125514814	0.607407407407407	1.6740917528507
"MYCO000008"	43	0	58	40	438	438	438	385	112	0.132420091324201	0.0704135355233293	0.121004566210046	0.232876712328767	0.689655172413793	1.92452830188679
"MYCO000010"	29	0	88	64	336	426	424.59375	274	69	0.207256936777802	0.145250380976931	0.354677265032752	0.512475160079488	0.727272727272727	1.44490558207097
"MYCO000012"	63	0	92	66	789	789	789	706	208	0.11660329531052	0.054596739509648	0.105196451204056	0.209125475285171	0.717391304347826	1.98795180722892
"MYCO000014"	24	0	142	76	1881	1881	1881	1740	552	0.075491759702286	0.0134852039014144	0.0749601275917065	0.119617224880383	0.535211267605634	1.59574468085106
"MYCO000018"	458	0	114	64	1545	1548	1545.046875	1434	457	0.0737841691696247	0.0117776133687531	0.0718728193926155	0.112648281302145	0.56140350877193	1.56732798649219
"MYCO000020"	380	0	173	115	1566	1602	1572.8347826087	1351	416	0.109992481036732	0.0479859252358604	0.141041376412572	0.206528229284153	0.664739884393064	1.46430951354317
"MYCO000021"	1036	0	81	58	969	969	969	891	270	0.0835913312693498	0.0215847754684782	0.0804953560371517	0.164086687306502	0.716049382716049	2.03846153846154
"MYCO000022"	95	0	53	39	420	420	420	373	111	0.126190476190476	0.0641839203896046	0.111904761904762	0.207142857142857	0.735849056603774	1.85106382978723
"MYCO000023"	63	0	74	45	768	774	771	702	217	0.0959792477302205	0.0339726919293489	0.0894941634241245	0.155642023346304	0.608108108108108	1.73913043478261
"MYCO000024"	2344	0	72	43	846	846	846	772	240	0.0851063829787234	0.0230998271778518	0.0874704491725768	0.148936170212766	0.597222222222222	1.7027027027027
"MYCO000025"	835	0	47	34	363	363	363	316	90	0.129476584022039	0.067470028221167	0.129476584022039	0.256198347107438	0.723404255319149	1.97872340425532
"MYCO000026"	257	0	128	101	1341	1434	1375.09900990099	1225	317	0.093084206357778	0.0310776505569064	0.109155056341578	0.308413435576196	0.7890625	2.8254617414248
"MYCO000027"	44	0	24	19	318	318	318	295	87	0.0754716981132075	0.0134651423123359	0.0723270440251572	0.179245283018868	0.791666666666667	2.47826086956522
"MYCO000028"	23	0	28	17	285	309	304.941176470588	261	84	0.0918209876543211	0.0298144318534495	0.144097222222222	0.17361111111111	0.607142857142857	1.20481927710843
"MYCO000029"	577	0	110	71	1077	1209	1100.70422535211	973	296	0.0999360204734488	0.0379294646725771	0.116020473448494	0.193243761996159	0.645454545454546	1.66560052939232
"MYCO000030"	1485	0	32	24	330	330	330	299	88	0.096969696969697	0.0349631411688254	0.0939393939393939	0.2	0.75	2.12903225806452
"MYCO000031"	72	0	22	13	213	213	213	192	58	0.103286384976526	0.0412798291756542	0.0985915492957746	0.183098591549296	0.590909090909091	1.85714285714286
"MYCO000032"	2340	0	153	110	2316	2319	2316.08181818182	2173	667	0.0660598424455094	0.00405328664463781	0.0617775318033206	0.136040884095004	0.718954248366013	2.20210940974647
"MYCO000033"	29	0	17	11	264	264	264	248	77	0.0643939393939394	0.00238738359306779	0.0606060606060606	0.125	0.647058823529412	2.0625
"MYCO000034"	18	0	30	17	396	396	396	369	115	0.0757575757575758	0.0137510199567042	0.0681818181818182	0.128787878787879	0.566666666666667	1.88888888888889
"MYCO000035"	123	0	171	113	1686	1710	1690.48672566372	1515	455	0.1011542991755	0.0391477433746288	0.103808402041619	0.192540243423637	0.660818713450292	1.85476550680785
"MYCO000036"	155	0	69	39	774	774	774	713	221	0.0891472868217054	0.0271407310208338	0.0788113695090439	0.143410852713178	0.565217391304348	1.81967213114754
"MYCO000037"	105	0	104	64	1326	1326	1326	1224	380	0.0784313725490196	0.016424816748148	0.0769230769230769	0.14027149321267	0.615384615384615	1.82352941176471
"MYCO000039"	334	0	33	17	348	348	348	317	100	0.0948275862068965	0.0328210304060249	0.0890804597701149	0.137931034482759	0.515151515151515	1.54838709677419
"MYCO000040"	117	0	82	54	927	945	933.111111111111	847	250	0.0878780662062396	0.025871510405368	0.0922838771135983	0.196237199333174	0.658536585365854	2.12645161290323
"MYCO000041"	685	0	213	126	2910	2910	2910	2698	848	0.0731958762886598	0.0111893204877882	0.0728522336769759	0.125773195876289	0.591549295774648	1.72641509433962
"MYCO000042"	512	0	90	68	627	627	627	543	153	0.143540669856459	0.0815341140555877	0.133971291866029	0.267942583732057	0.755555555555556	2
"MYCO000043"	70	0	65	42	732	735	734.928571428571	667	205	0.0884439692875887	0.0264374134867171	0.0924288074642817	0.163183982894353	0.646153846153846	1.76550998948476
"MYCO000044"	953	0	66	39	792	795	794.923076923077	729	228	0.0830269014902264	0.0210203456893548	0.0829301335397717	0.139539384555835	0.590909090909091	1.68261376896149
"MYCO000045"	3376	0	66	47	894	906	897.255319148936	834	188	0.0735576581062816	0.01155110230541	0.0704986839297145	0.371416376182685	0.712121212121212	5.26841574167509
"MYCO000048"	56	0	87	62	867	876	870.048387096774	779	234	0.0999944385740504	0.0379878827731788	0.104647498285227	0.193148323230076	0.71264367816092	1.84570416297609
"MYCO000052"	220	31	59	40	546	567	563.325	483	133	0.10473527714907	0.0427287213481986	0.142590866728798	0.29170549860205	0.677966101694915	2.04575163398693
"MYCO000057"	33	4542	73	47	516	522	521.872340425532	450	133	0.139880952380952	0.0778743965800807	0.137720156555773	0.235445205479452	0.643835616438356	1.70959147424511
"MYCO000058"	119	0	177	91	2616	2625	2624.9010989011	2446	758	0.0674311120042199	0.00542455620334831	0.068155367444509	0.133681645776293	0.514124293785311	1.96142506142506
"MYCO000059"	33	0	62	41	693	693	693	635	192	0.0894660894660895	0.0274595336652179	0.0836940836940837	0.168831168831169	0.661290322580645	2.01724137931034
"MYCO000060"	17	0	65	38	1059	1059	1059	999	316	0.0613786591123702	-0.000627896688501445	0.056657223796034	0.104815864022663	0.584615384615385	1.85
"MYCO000061"	1772	0	22	15	339	339	339	319	99	0.0648967551622419	0.00289019936137028	0.0589970501474926	0.123893805309735	0.681818181818182	2.1
"MYCO000062"	416	0	112	81	1134	1143	1142.88888888889	1029	306	0.0979972778533929	0.0359907220525213	0.0996500097219531	0.196772311880226	0.723214285714286	1.97463414634145
"MYCO000063"	559	0	135	82	1440	1461	1442.12195121951	1313	403	0.0936120554061598	0.0316054996052882	0.0895360833460165	0.161652037140392	0.607407407407407	1.80544012089159
"MYCO000064"	3139	0	194	130	2931	2943	2939.90769230769	2744	854	0.0659884664092018	0.0039819106083302	0.0666373617172693	0.128544067317654	0.670103092783505	1.92900895241088
"MYCO000065"	18	0	22	13	402	402	402	381	123	0.054726368159204	-0.00728018764166762	0.0522388059701493	0.082089552238806	0.590909090909091	1.57142857142857
"MYCO000067"	25	0	42	20	570	570	570	530	170	0.0736842105263158	0.0116776547254442	0.0701754385964912	0.105263157894737	0.476190476190476	1.5
"MYCO000069"	168	0	94	60	1383	1386	1385.95	1285	406	0.0678235145568022	0.00581695875593059	0.072838125473502	0.121180417763989	0.638297872340426	1.66369489846459
"MYCO000070"	39	4443	58	40	1275	1281	1278.225	822	261	0.0453754229497937	-0.0166311328510779	0.356920729918442	0.387431790177786	0.689655172413793	1.08548413611705
"MYCO000071"	2121	0	80	52	699	717	709.096153846154	623	192	0.112819678355436	0.0508131225545646	0.121416754807041	0.187698315840859	0.65	1.545901273174
"MYCO000072"	1805	0	68	47	1050	1050	1050	982	308	0.0647619047619048	0.00275534896103315	0.0647619047619048	0.12	0.691176470588235	1.85294117647059
"MYCO000073"	61	3264	61	44	990	993	992.863636363636	765	247	0.0614384470997574	-0.000568108701114221	0.2295014421096	0.253673945886554	0.721311475409836	1.10532615200479
"MYCO000074"	2954	0	77	44	1230	1236	1235.86363636364	1159	370	0.062304608481371	0.000298052680499366	0.0621942697414422	0.10184265695686	0.571428571428571	1.63749260792428
"MYCO000075"	368	0	83	66	1173	1173	1173	1097	333	0.0707587382779199	0.00875218247704826	0.0647911338448423	0.148337595907928	0.795180722891566	2.28947368421053
"MYCO000076"	24	0	28	20	390	390	390	363	110	0.0717948717948718	0.00978831599400019	0.0692307692307692	0.153846153846154	0.714285714285714	2.22222222222222
"MYCO000077"	75	0	66	45	825	831	830.866666666667	761	233	0.0794351279788173	0.0174285721779457	0.0840889031533343	0.158709780951617	0.681818181818182	1.88740458015267
"MYCO000078"	94	0	33	21	606	606	606	574	180	0.0544554455445545	-0.00755111025631715	0.0528052805280528	0.108910891089109	0.636363636363636	2.0625
"MYCO000079"	118	0	45	26	822	822	822	780	249	0.0547445255474453	-0.00726203025342635	0.0510948905109489	0.0912408759124088	0.577777777777778	1.78571428571429
"MYCO000080"	146	0	55	46	456	459	458.934782608696	400	110	0.1198427360144	0.0578361802135284	0.128416465349818	0.2809435839136	0.836363636363636	2.18775359645886
"MYCO000081"	13	0	34	16	345	345	345	313	99	0.0985507246376812	0.0365441688368096	0.0927536231884058	0.139130434782609	0.470588235294118	1.5
